1,3397
10,428
11,302
12,221
13,151
14,108
15,86
16,76
17,43
18,31
19,26
2,3222
20,18
21,19
22,15
23,14
24,7
25,3
26,7
27,5
28,1
29,1
3,3009
30,4
31,3
32,2
33,2
34,1
35,1
38,1
39,2
4,2550
40,1
45,1
5,1963
6,1419
68,1
7,1029
8,781
9,603
