1,3118
10,528
11,401
12,290
13,246
14,190
15,136
16,109
17,73
18,53
19,47
2,2812
20,44
21,27
22,21
23,20
24,14
25,5
26,8
27,6
28,7
29,2
3,2755
30,3
31,2
32,3
34,2
35,2
36,2
37,2
39,2
4,2387
41,1
43,1
44,2
5,1878
6,1527
69,1
7,1174
8,971
9,687
