1,2219
10,773
11,625
12,580
13,481
14,383
15,323
16,273
17,229
18,211
19,188
2,2057
20,163
21,93
22,110
23,94
24,83
25,67
26,66
27,48
28,33
29,33
3,1998
30,23
31,27
32,18
33,7
34,9
35,6
36,5
37,7
38,7
39,12
4,1937
40,10
41,1
42,4
43,2
44,2
45,2
46,2
47,1
48,2
49,1
5,1708
50,1
54,1
56,1
57,1
6,1433
61,1
7,1191
74,1
8,1059
9,950
