1,5150
10,203
11,106
12,70
13,43
14,32
15,6
16,14
17,7
18,3
19,1
2,4140
20,1
21,3
22,1
23,1
26,1
3,3226
4,2312
5,1631
6,1114
7,723
8,468
9,306
