celltype_id,strand,cts_total
66-endothelial-cell-emt,+,123045
67-basal-cell,+,82967
68-astrocyte,+,101185
69-macrophage,+,78464
6-t-cell,+,242678
70-fibroblast,+,43613
71-fetal-acinar-cell,+,61660
72-stromal-cell,+,113150
73-basal-cell,+,49454
74-ventricle-cardiomyocyte,+,81233
75-erythroid-cell,+,52346
76-mesothelial-cell,+,50785
77-ureteric-bud-cell,+,44061
78-macrophage,+,57837
79-smooth-muscle-cell,+,64671
7-fetal-mesenchymal-progenitor,+,307628
80-enterocyte,+,115480
81-epithelial-cell,+,86928
82-stratified-epithelial-cell,+,62252
83-proximal-tubule-progenitor,+,56659
84-gastric-endocrine-cell,+,41982
85-erythroid-cell,+,47096
86-mast-cell,+,43629
87-hesc,+,60576
88-fetal-endocrine-cell,+,57753
89-neutrophil,+,47048
8-endothelial-cell-apc,+,208917
90-goblet-cell,+,87501
91-goblet-cell,+,28596
92-immature-sertoli-cell,+,93097
93-myeloid-cell,+,22494
94-dendritic-cell,+,30830
95-stromal-cell,+,23360
96-fetal-neuron,+,22328
97-intermediated-cell,+,16071
98-epithelial-cell,+,24917
99-chondrocyte,+,15604
9-enterocyte-progenitor,+,263155
100-b-cell,-,9571
101-kidney-intercalated-cell,-,10330
102-adrenal-gland-inflammatory-cell,-,10482
10-fetal-stromal-cell,-,108879
11-fetal-neuron,-,215328
12-erythroid-progenitor-cell-rp-high,-,220050
13-monocyte,-,174218
14-b-cell-plasmocyte,-,167925
15-fetal-enterocyte,-,167072
16-hepatocyte-endodermal-cell,-,141995
17-fetal-fibroblast,-,155230
18-fibroblast,-,178070
19-fetal-mesenchymal-progenitor,-,147686
1-fetal-epithelial-progenitor,-,278396
20-endothelial-cell,-,186664
21-fetal-stromal-cell,-,233761
22-dendritic-cell,-,158376
23-cb-cd34p,-,163175
24-t-cell,-,171132
25-loop-of-henle,-,160919
26-erythroid-cell,-,130104
27-stromal-cell,-,111690
28-oligodendrocyte,-,283931
29-endothelial-cell,-,103390
2-macrophage,-,272840
30-at2-cell,-,188854
31-monocyte,-,126738
32-thyroid-follicular-cell,-,165956
33-smooth-muscle-cell,-,102815
34-fibroblast,-,125061
35-smooth-muscle-cell,-,119868
36-fibroblast,-,64478
37-b-cell,-,140833
38-epithelial-cell,-,72203
39-enterocyte,-,172354
3-b-cell-plasmocyte,-,182374
40-neutrophil-rps-high,-,91541
41-antigen-presenting-cell-rps-high,-,100306
42-smooth-muscle-cell,-,99659
43-fetal-chondrocyte,-,111283
44-pancreas-exocrine-cell,-,42654
45-macrophage,-,223312
46-neutrophil,-,119352
47-m2-macrophage,-,117249
48-neutrophil,-,101009
49-epithelial-cell,-,80926
4-fibroblast,-,145110
50-gastric-chief-cell,-,98480
51-macrophage,-,93831
52-proliferating-t-cell,-,74559
53-fetal-neuron,-,102659
54-goblet-cell,-,126631
55-fasciculata-cell,-,49446
56-intercalated-cell,-,104940
57-stratified-epithelial-cell,-,96594
58-stromal-cell,-,72837
59-epithelial-cell,-,132849
5-fasciculata-cell,-,115158
60-epithelial-cell-intermediated,-,83159
61-sinusoidal-endothelial-cell,-,65904
62-primordial-germ-cell,-,118554
63-fasciculata-cell,-,93680
64-fetal-skeletal-muscle-cell,-,49496
65-enterocyte-progenitor,-,32267
66-endothelial-cell-emt,-,123973
67-basal-cell,-,82386
68-astrocyte,-,102966
69-macrophage,-,79692
6-t-cell,-,252957
70-fibroblast,-,43678
71-fetal-acinar-cell,-,61721
72-stromal-cell,-,119109
73-basal-cell,-,49582
74-ventricle-cardiomyocyte,-,84597
75-erythroid-cell,-,53465
76-mesothelial-cell,-,48968
77-ureteric-bud-cell,-,44570
78-macrophage,-,59053
79-smooth-muscle-cell,-,65432
7-fetal-mesenchymal-progenitor,-,322829
80-enterocyte,-,118449
81-epithelial-cell,-,87553
82-stratified-epithelial-cell,-,61524
83-proximal-tubule-progenitor,-,57081
84-gastric-endocrine-cell,-,41512
85-erythroid-cell,-,48024
86-mast-cell,-,43043
87-hesc,-,61200
88-fetal-endocrine-cell,-,58105
89-neutrophil,-,47763
8-endothelial-cell-apc,-,214221
90-goblet-cell,-,89324
91-goblet-cell,-,27444
92-immature-sertoli-cell,-,91841
93-myeloid-cell,-,21747
94-dendritic-cell,-,30585
95-stromal-cell,-,22964
96-fetal-neuron,-,22274
97-intermediated-cell,-,15402
98-epithelial-cell,-,24814
99-chondrocyte,-,15410
9-enterocyte-progenitor,-,267901
