celltype_id,strand,cts_total
28-oligodendrocyte,-,14296
29-endothelial-cell,-,10968
2-macrophage,-,11607
30-at2-cell,-,12455
31-monocyte,-,9235
32-thyroid-follicular-cell,-,11515
33-smooth-muscle-cell,-,11394
34-fibroblast,-,9828
35-smooth-muscle-cell,-,12016
36-fibroblast,-,8855
37-b-cell,-,8698
38-epithelial-cell,-,7896
39-enterocyte,-,8370
3-b-cell-plasmocyte,-,5325
40-neutrophil-rps-high,-,7857
41-antigen-presenting-cell-rps-high,-,8747
42-smooth-muscle-cell,-,11348
43-fetal-chondrocyte,-,9527
44-pancreas-exocrine-cell,-,6393
45-macrophage,-,12122
46-neutrophil,-,9100
47-m2-macrophage,-,9635
48-neutrophil,-,10384
49-epithelial-cell,-,11753
4-fibroblast,-,13730
50-gastric-chief-cell,-,1916
51-macrophage,-,10156
52-proliferating-t-cell,-,9916
53-fetal-neuron,-,12880
54-goblet-cell,-,7476
55-fasciculata-cell,-,10807
56-intercalated-cell,-,10074
57-stratified-epithelial-cell,-,10435
58-stromal-cell,-,8472
59-epithelial-cell,-,9832
5-fasciculata-cell,-,7764
60-epithelial-cell-intermediated,-,8159
61-sinusoidal-endothelial-cell,-,11728
62-primordial-germ-cell,-,11675
63-fasciculata-cell,-,8342
64-fetal-skeletal-muscle-cell,-,10291
65-enterocyte-progenitor,-,8671
66-endothelial-cell-emt,-,13609
67-basal-cell,-,10535
68-astrocyte,-,14629
69-macrophage,-,12165
6-t-cell,-,7348
70-fibroblast,-,9059
71-fetal-acinar-cell,-,15062
72-stromal-cell,-,12626
73-basal-cell,-,9105
74-ventricle-cardiomyocyte,-,9840
75-erythroid-cell,-,8638
76-mesothelial-cell,-,11655
77-ureteric-bud-cell,-,12533
78-macrophage,-,10728
79-smooth-muscle-cell,-,11824
7-fetal-mesenchymal-progenitor,-,11676
80-enterocyte,-,9918
81-epithelial-cell,-,7339
82-stratified-epithelial-cell,-,10541
83-proximal-tubule-progenitor,-,15867
84-gastric-endocrine-cell,-,11537
85-erythroid-cell,-,9511
86-mast-cell,-,12636
87-hesc,-,10747
88-fetal-endocrine-cell,-,12302
89-neutrophil,-,11167
8-endothelial-cell-apc,-,12500
90-goblet-cell,-,8364
91-goblet-cell,-,12534
92-immature-sertoli-cell,-,15071
93-myeloid-cell,-,10619
94-dendritic-cell,-,13807
95-stromal-cell,-,14323
96-fetal-neuron,-,12556
97-intermediated-cell,-,8596
98-epithelial-cell,-,12081
99-chondrocyte,-,17305
9-enterocyte-progenitor,-,7203
