celltype_id,strand,cts_total
99-chondrocyte,+,14455
9-enterocyte-progenitor,+,7559
100-b-cell,-,5126
101-kidney-intercalated-cell,-,5750
102-adrenal-gland-inflammatory-cell,-,5973
10-fetal-stromal-cell,-,9847
11-fetal-neuron,-,11328
12-erythroid-progenitor-cell-rp-high,-,6629
13-monocyte,-,9078
14-b-cell-plasmocyte,-,5515
15-fetal-enterocyte,-,8934
16-hepatocyte-endodermal-cell,-,8489
17-fetal-fibroblast,-,10449
18-fibroblast,-,9768
19-fetal-mesenchymal-progenitor,-,9917
1-fetal-epithelial-progenitor,-,10791
20-endothelial-cell,-,10980
21-fetal-stromal-cell,-,10676
22-dendritic-cell,-,8308
23-cb-cd34p,-,7877
24-t-cell,-,8312
25-loop-of-henle,-,8985
26-erythroid-cell,-,5575
27-stromal-cell,-,9387
28-oligodendrocyte,-,12537
29-endothelial-cell,-,9951
2-macrophage,-,10321
30-at2-cell,-,11046
31-monocyte,-,8030
32-thyroid-follicular-cell,-,10418
33-smooth-muscle-cell,-,9924
34-fibroblast,-,8513
35-smooth-muscle-cell,-,10400
36-fibroblast,-,7888
37-b-cell,-,7915
38-epithelial-cell,-,7409
39-enterocyte,-,7602
3-b-cell-plasmocyte,-,4803
40-neutrophil-rps-high,-,7077
41-antigen-presenting-cell-rps-high,-,7634
42-smooth-muscle-cell,-,10058
43-fetal-chondrocyte,-,8308
44-pancreas-exocrine-cell,-,5688
45-macrophage,-,11261
46-neutrophil,-,8272
47-m2-macrophage,-,8292
48-neutrophil,-,9312
49-epithelial-cell,-,9512
4-fibroblast,-,11841
50-gastric-chief-cell,-,1869
51-macrophage,-,9118
52-proliferating-t-cell,-,8618
53-fetal-neuron,-,11497
54-goblet-cell,-,6812
55-fasciculata-cell,-,9410
56-intercalated-cell,-,9053
57-stratified-epithelial-cell,-,9337
58-stromal-cell,-,7330
59-epithelial-cell,-,8801
5-fasciculata-cell,-,7054
60-epithelial-cell-intermediated,-,7316
61-sinusoidal-endothelial-cell,-,11291
62-primordial-germ-cell,-,10632
63-fasciculata-cell,-,7250
64-fetal-skeletal-muscle-cell,-,9151
65-enterocyte-progenitor,-,7581
66-endothelial-cell-emt,-,12104
67-basal-cell,-,9233
68-astrocyte,-,12654
69-macrophage,-,10435
6-t-cell,-,6796
70-fibroblast,-,8213
71-fetal-acinar-cell,-,13234
72-stromal-cell,-,11128
73-basal-cell,-,8068
74-ventricle-cardiomyocyte,-,8592
75-erythroid-cell,-,8042
76-mesothelial-cell,-,10156
77-ureteric-bud-cell,-,11066
78-macrophage,-,9475
79-smooth-muscle-cell,-,10461
7-fetal-mesenchymal-progenitor,-,10612
80-enterocyte,-,9106
81-epithelial-cell,-,6656
82-stratified-epithelial-cell,-,9545
83-proximal-tubule-progenitor,-,14204
84-gastric-endocrine-cell,-,9930
85-erythroid-cell,-,8481
86-mast-cell,-,11157
87-hesc,-,9472
88-fetal-endocrine-cell,-,11055
89-neutrophil,-,9925
8-endothelial-cell-apc,-,10989
90-goblet-cell,-,7731
91-goblet-cell,-,10715
92-immature-sertoli-cell,-,13415
93-myeloid-cell,-,9422
94-dendritic-cell,-,11951
95-stromal-cell,-,11876
96-fetal-neuron,-,10740
97-intermediated-cell,-,7473
98-epithelial-cell,-,10467
99-chondrocyte,-,14396
9-enterocyte-progenitor,-,6791
