celltype_id,strand,cts_total
63-fasciculata-cell,+,7779
64-fetal-skeletal-muscle-cell,+,9524
65-enterocyte-progenitor,+,8151
66-endothelial-cell-emt,+,12582
67-basal-cell,+,9813
68-astrocyte,+,13229
69-macrophage,+,11180
6-t-cell,+,7297
70-fibroblast,+,8605
71-fetal-acinar-cell,+,13948
72-stromal-cell,+,11666
73-basal-cell,+,8589
74-ventricle-cardiomyocyte,+,9255
75-erythroid-cell,+,8285
76-mesothelial-cell,+,11165
77-ureteric-bud-cell,+,11546
78-macrophage,+,10044
79-smooth-muscle-cell,+,11007
7-fetal-mesenchymal-progenitor,+,11123
80-enterocyte,+,9778
81-epithelial-cell,+,7394
82-stratified-epithelial-cell,+,10360
83-proximal-tubule-progenitor,+,14710
84-gastric-endocrine-cell,+,10730
85-erythroid-cell,+,9011
86-mast-cell,+,11951
87-hesc,+,9984
88-fetal-endocrine-cell,+,11668
89-neutrophil,+,10418
8-endothelial-cell-apc,+,11559
90-goblet-cell,+,8522
91-goblet-cell,+,11603
92-immature-sertoli-cell,+,14240
93-myeloid-cell,+,9971
94-dendritic-cell,+,12575
95-stromal-cell,+,12605
96-fetal-neuron,+,11221
97-intermediated-cell,+,8204
98-epithelial-cell,+,11047
99-chondrocyte,+,14741
9-enterocyte-progenitor,+,7618
100-b-cell,-,5210
101-kidney-intercalated-cell,-,5893
102-adrenal-gland-inflammatory-cell,-,6067
10-fetal-stromal-cell,-,10004
11-fetal-neuron,-,11422
12-erythroid-progenitor-cell-rp-high,-,6699
13-monocyte,-,9179
14-b-cell-plasmocyte,-,5617
15-fetal-enterocyte,-,9038
16-hepatocyte-endodermal-cell,-,8603
17-fetal-fibroblast,-,10542
18-fibroblast,-,9866
19-fetal-mesenchymal-progenitor,-,10030
1-fetal-epithelial-progenitor,-,10902
20-endothelial-cell,-,11125
21-fetal-stromal-cell,-,10802
22-dendritic-cell,-,8398
23-cb-cd34p,-,7923
24-t-cell,-,8407
25-loop-of-henle,-,9060
26-erythroid-cell,-,5632
27-stromal-cell,-,9491
28-oligodendrocyte,-,12648
29-endothelial-cell,-,10101
2-macrophage,-,10423
30-at2-cell,-,11190
31-monocyte,-,8115
32-thyroid-follicular-cell,-,10564
33-smooth-muscle-cell,-,10077
34-fibroblast,-,8619
35-smooth-muscle-cell,-,10557
36-fibroblast,-,8014
37-b-cell,-,8011
38-epithelial-cell,-,7487
39-enterocyte,-,7666
3-b-cell-plasmocyte,-,4856
40-neutrophil-rps-high,-,7158
41-antigen-presenting-cell-rps-high,-,7720
42-smooth-muscle-cell,-,10179
43-fetal-chondrocyte,-,8407
44-pancreas-exocrine-cell,-,5736
45-macrophage,-,11363
46-neutrophil,-,8332
47-m2-macrophage,-,8395
48-neutrophil,-,9421
49-epithelial-cell,-,9710
4-fibroblast,-,11980
50-gastric-chief-cell,-,1862
51-macrophage,-,9233
52-proliferating-t-cell,-,8726
53-fetal-neuron,-,11615
54-goblet-cell,-,6867
55-fasciculata-cell,-,9531
56-intercalated-cell,-,9126
57-stratified-epithelial-cell,-,9384
58-stromal-cell,-,7420
59-epithelial-cell,-,8889
5-fasciculata-cell,-,7117
60-epithelial-cell-intermediated,-,7404
61-sinusoidal-endothelial-cell,-,11462
62-primordial-germ-cell,-,10725
63-fasciculata-cell,-,7349
64-fetal-skeletal-muscle-cell,-,9286
65-enterocyte-progenitor,-,7663
66-endothelial-cell-emt,-,12251
67-basal-cell,-,9322
68-astrocyte,-,12802
69-macrophage,-,10587
6-t-cell,-,6850
70-fibroblast,-,8272
71-fetal-acinar-cell,-,13350
72-stromal-cell,-,11242
73-basal-cell,-,8165
74-ventricle-cardiomyocyte,-,8718
75-erythroid-cell,-,8095
76-mesothelial-cell,-,10278
77-ureteric-bud-cell,-,11213
78-macrophage,-,9624
79-smooth-muscle-cell,-,10612
7-fetal-mesenchymal-progenitor,-,10735
80-enterocyte,-,9199
81-epithelial-cell,-,6718
82-stratified-epithelial-cell,-,9646
83-proximal-tubule-progenitor,-,14370
84-gastric-endocrine-cell,-,10033
85-erythroid-cell,-,8596
86-mast-cell,-,11295
87-hesc,-,9548
88-fetal-endocrine-cell,-,11131
89-neutrophil,-,10042
8-endothelial-cell-apc,-,11114
90-goblet-cell,-,7804
91-goblet-cell,-,10880
92-immature-sertoli-cell,-,13534
93-myeloid-cell,-,9530
94-dendritic-cell,-,12128
95-stromal-cell,-,12109
96-fetal-neuron,-,10924
97-intermediated-cell,-,7583
98-epithelial-cell,-,10626
99-chondrocyte,-,14643
9-enterocyte-progenitor,-,6850
