celltype_id,strand,cts_total
92-immature-sertoli-cell,+,21715
93-myeloid-cell,+,20781
94-dendritic-cell,+,16892
95-stromal-cell,+,21091
96-fetal-neuron,+,20471
97-intermediated-cell,+,14770
98-epithelial-cell,+,23261
99-chondrocyte,+,14455
9-enterocyte-progenitor,+,10671
100-b-cell,-,8758
101-kidney-intercalated-cell,-,9417
102-adrenal-gland-inflammatory-cell,-,9513
10-fetal-stromal-cell,-,13555
11-fetal-neuron,-,16560
12-erythroid-progenitor-cell-rp-high,-,8969
13-monocyte,-,13247
14-b-cell-plasmocyte,-,7807
15-fetal-enterocyte,-,12292
16-hepatocyte-endodermal-cell,-,11529
17-fetal-fibroblast,-,15103
18-fibroblast,-,13262
19-fetal-mesenchymal-progenitor,-,13781
1-fetal-epithelial-progenitor,-,14702
20-endothelial-cell,-,15280
21-fetal-stromal-cell,-,15172
22-dendritic-cell,-,11506
23-cb-cd34p,-,11117
24-t-cell,-,11836
25-loop-of-henle,-,12538
26-erythroid-cell,-,7601
27-stromal-cell,-,13735
28-oligodendrocyte,-,17782
29-endothelial-cell,-,13176
2-macrophage,-,14026
30-at2-cell,-,15465
31-monocyte,-,10965
32-thyroid-follicular-cell,-,14649
33-smooth-muscle-cell,-,13110
34-fibroblast,-,11996
35-smooth-muscle-cell,-,14791
36-fibroblast,-,11128
37-b-cell,-,11434
38-epithelial-cell,-,9816
39-enterocyte,-,10740
3-b-cell-plasmocyte,-,6969
40-neutrophil-rps-high,-,10224
41-antigen-presenting-cell-rps-high,-,11123
42-smooth-muscle-cell,-,13674
43-fetal-chondrocyte,-,12277
44-pancreas-exocrine-cell,-,8058
45-macrophage,-,16891
46-neutrophil,-,12021
47-m2-macrophage,-,11111
48-neutrophil,-,13928
49-epithelial-cell,-,12798
4-fibroblast,-,16191
50-gastric-chief-cell,-,2946
51-macrophage,-,13931
52-proliferating-t-cell,-,12075
53-fetal-neuron,-,15848
54-goblet-cell,-,9420
55-fasciculata-cell,-,14534
56-intercalated-cell,-,13186
57-stratified-epithelial-cell,-,12804
58-stromal-cell,-,10015
59-epithelial-cell,-,12015
5-fasciculata-cell,-,9539
60-epithelial-cell-intermediated,-,10434
61-sinusoidal-endothelial-cell,-,15968
62-primordial-germ-cell,-,16757
63-fasciculata-cell,-,9861
64-fetal-skeletal-muscle-cell,-,14305
65-enterocyte-progenitor,-,9731
66-endothelial-cell-emt,-,17392
67-basal-cell,-,11915
68-astrocyte,-,17370
69-macrophage,-,16526
6-t-cell,-,9410
70-fibroblast,-,12996
71-fetal-acinar-cell,-,16976
72-stromal-cell,-,15868
73-basal-cell,-,11718
74-ventricle-cardiomyocyte,-,12525
75-erythroid-cell,-,11867
76-mesothelial-cell,-,15355
77-ureteric-bud-cell,-,14231
78-macrophage,-,15411
79-smooth-muscle-cell,-,15951
7-fetal-mesenchymal-progenitor,-,14741
80-enterocyte,-,13772
81-epithelial-cell,-,10015
82-stratified-epithelial-cell,-,14864
83-proximal-tubule-progenitor,-,18529
84-gastric-endocrine-cell,-,13614
85-erythroid-cell,-,11857
86-mast-cell,-,14327
87-hesc,-,14017
88-fetal-endocrine-cell,-,15345
89-neutrophil,-,13817
8-endothelial-cell-apc,-,15057
90-goblet-cell,-,12141
91-goblet-cell,-,14689
92-immature-sertoli-cell,-,20920
93-myeloid-cell,-,20254
94-dendritic-cell,-,16397
95-stromal-cell,-,20674
96-fetal-neuron,-,20436
97-intermediated-cell,-,14218
98-epithelial-cell,-,23268
99-chondrocyte,-,14396
9-enterocyte-progenitor,-,9784
