celltype_id,strand,cts_total
97-intermediated-cell,+,7799
98-epithelial-cell,+,10595
99-chondrocyte,+,13952
9-enterocyte-progenitor,+,7375
100-b-cell,-,4956
101-kidney-intercalated-cell,-,5560
102-adrenal-gland-inflammatory-cell,-,5804
10-fetal-stromal-cell,-,9664
11-fetal-neuron,-,11146
12-erythroid-progenitor-cell-rp-high,-,6476
13-monocyte,-,8928
14-b-cell-plasmocyte,-,5370
15-fetal-enterocyte,-,8756
16-hepatocyte-endodermal-cell,-,8325
17-fetal-fibroblast,-,10327
18-fibroblast,-,9637
19-fetal-mesenchymal-progenitor,-,9745
1-fetal-epithelial-progenitor,-,10636
20-endothelial-cell,-,10800
21-fetal-stromal-cell,-,10483
22-dendritic-cell,-,8138
23-cb-cd34p,-,7767
24-t-cell,-,8184
25-loop-of-henle,-,8840
26-erythroid-cell,-,5469
27-stromal-cell,-,9221
28-oligodendrocyte,-,12366
29-endothelial-cell,-,9759
2-macrophage,-,10132
30-at2-cell,-,10926
31-monocyte,-,7853
32-thyroid-follicular-cell,-,10239
33-smooth-muscle-cell,-,9764
34-fibroblast,-,8366
35-smooth-muscle-cell,-,10214
36-fibroblast,-,7681
37-b-cell,-,7784
38-epithelial-cell,-,7279
39-enterocyte,-,7534
3-b-cell-plasmocyte,-,4731
40-neutrophil-rps-high,-,6916
41-antigen-presenting-cell-rps-high,-,7476
42-smooth-muscle-cell,-,9908
43-fetal-chondrocyte,-,8085
44-pancreas-exocrine-cell,-,5640
45-macrophage,-,11173
46-neutrophil,-,8138
47-m2-macrophage,-,8141
48-neutrophil,-,9166
49-epithelial-cell,-,9224
4-fibroblast,-,11622
50-gastric-chief-cell,-,1881
51-macrophage,-,8946
52-proliferating-t-cell,-,8422
53-fetal-neuron,-,11284
54-goblet-cell,-,6757
55-fasciculata-cell,-,9185
56-intercalated-cell,-,8886
57-stratified-epithelial-cell,-,9195
58-stromal-cell,-,7165
59-epithelial-cell,-,8679
5-fasciculata-cell,-,6933
60-epithelial-cell-intermediated,-,7198
61-sinusoidal-endothelial-cell,-,11050
62-primordial-germ-cell,-,10528
63-fasciculata-cell,-,7136
64-fetal-skeletal-muscle-cell,-,8976
65-enterocyte-progenitor,-,7430
66-endothelial-cell-emt,-,11919
67-basal-cell,-,9061
68-astrocyte,-,12392
69-macrophage,-,10228
6-t-cell,-,6673
70-fibroblast,-,8076
71-fetal-acinar-cell,-,13049
72-stromal-cell,-,10955
73-basal-cell,-,7927
74-ventricle-cardiomyocyte,-,8451
75-erythroid-cell,-,7952
76-mesothelial-cell,-,9971
77-ureteric-bud-cell,-,10826
78-macrophage,-,9279
79-smooth-muscle-cell,-,10300
7-fetal-mesenchymal-progenitor,-,10476
80-enterocyte,-,8990
81-epithelial-cell,-,6568
82-stratified-epithelial-cell,-,9419
83-proximal-tubule-progenitor,-,13946
84-gastric-endocrine-cell,-,9734
85-erythroid-cell,-,8256
86-mast-cell,-,10927
87-hesc,-,9304
88-fetal-endocrine-cell,-,10958
89-neutrophil,-,9752
8-endothelial-cell-apc,-,10798
90-goblet-cell,-,7682
91-goblet-cell,-,10453
92-immature-sertoli-cell,-,13258
93-myeloid-cell,-,9210
94-dendritic-cell,-,11624
95-stromal-cell,-,11526
96-fetal-neuron,-,10482
97-intermediated-cell,-,7296
98-epithelial-cell,-,10256
99-chondrocyte,-,13868
9-enterocyte-progenitor,-,6718
