celltype_id,strand,cts_total
66-endothelial-cell-emt,+,18873
67-basal-cell,+,13417
68-astrocyte,+,18779
69-macrophage,+,18240
6-t-cell,+,10534
70-fibroblast,+,14272
71-fetal-acinar-cell,+,18624
72-stromal-cell,+,17268
73-basal-cell,+,13081
74-ventricle-cardiomyocyte,+,13924
75-erythroid-cell,+,12642
76-mesothelial-cell,+,17459
77-ureteric-bud-cell,+,15555
78-macrophage,+,16909
79-smooth-muscle-cell,+,17514
7-fetal-mesenchymal-progenitor,+,16209
80-enterocyte,+,15107
81-epithelial-cell,+,11363
82-stratified-epithelial-cell,+,16843
83-proximal-tubule-progenitor,+,20041
84-gastric-endocrine-cell,+,15376
85-erythroid-cell,+,13038
86-mast-cell,+,15955
87-hesc,+,15317
88-fetal-endocrine-cell,+,16673
89-neutrophil,+,14945
8-endothelial-cell-apc,+,16530
90-goblet-cell,+,13655
91-goblet-cell,+,16836
92-immature-sertoli-cell,+,22983
93-myeloid-cell,+,22494
94-dendritic-cell,+,18228
95-stromal-cell,+,23360
96-fetal-neuron,+,22328
97-intermediated-cell,+,16071
98-epithelial-cell,+,24917
99-chondrocyte,+,15604
9-enterocyte-progenitor,+,11426
100-b-cell,-,9571
101-kidney-intercalated-cell,-,10330
102-adrenal-gland-inflammatory-cell,-,10482
10-fetal-stromal-cell,-,14405
11-fetal-neuron,-,17224
12-erythroid-progenitor-cell-rp-high,-,9480
13-monocyte,-,13764
14-b-cell-plasmocyte,-,8301
15-fetal-enterocyte,-,12965
16-hepatocyte-endodermal-cell,-,12228
17-fetal-fibroblast,-,15659
18-fibroblast,-,13876
19-fetal-mesenchymal-progenitor,-,14420
1-fetal-epithelial-progenitor,-,15368
20-endothelial-cell,-,16197
21-fetal-stromal-cell,-,15963
22-dendritic-cell,-,12125
23-cb-cd34p,-,11505
24-t-cell,-,12382
25-loop-of-henle,-,13122
26-erythroid-cell,-,7963
27-stromal-cell,-,14438
28-oligodendrocyte,-,18499
29-endothelial-cell,-,13947
2-macrophage,-,14783
30-at2-cell,-,16225
31-monocyte,-,11649
32-thyroid-follicular-cell,-,15460
33-smooth-muscle-cell,-,13916
34-fibroblast,-,12560
35-smooth-muscle-cell,-,15860
36-fibroblast,-,11838
37-b-cell,-,11938
38-epithelial-cell,-,10242
39-enterocyte,-,11134
3-b-cell-plasmocyte,-,7266
40-neutrophil-rps-high,-,10729
41-antigen-presenting-cell-rps-high,-,11682
42-smooth-muscle-cell,-,14348
43-fetal-chondrocyte,-,13069
44-pancreas-exocrine-cell,-,8447
45-macrophage,-,17390
46-neutrophil,-,12472
47-m2-macrophage,-,11897
48-neutrophil,-,14580
49-epithelial-cell,-,14004
4-fibroblast,-,17169
50-gastric-chief-cell,-,2919
51-macrophage,-,14707
52-proliferating-t-cell,-,12824
53-fetal-neuron,-,16541
54-goblet-cell,-,9715
55-fasciculata-cell,-,15513
56-intercalated-cell,-,13773
57-stratified-epithelial-cell,-,13404
58-stromal-cell,-,10598
59-epithelial-cell,-,12559
5-fasciculata-cell,-,10018
60-epithelial-cell-intermediated,-,10947
61-sinusoidal-endothelial-cell,-,17038
62-primordial-germ-cell,-,17260
63-fasciculata-cell,-,10414
64-fetal-skeletal-muscle-cell,-,15079
65-enterocyte-progenitor,-,10266
66-endothelial-cell-emt,-,18270
67-basal-cell,-,12524
68-astrocyte,-,18292
69-macrophage,-,17603
6-t-cell,-,9815
70-fibroblast,-,13624
71-fetal-acinar-cell,-,17735
72-stromal-cell,-,16657
73-basal-cell,-,12327
74-ventricle-cardiomyocyte,-,13143
75-erythroid-cell,-,12333
76-mesothelial-cell,-,16239
77-ureteric-bud-cell,-,15041
78-macrophage,-,16334
79-smooth-muscle-cell,-,16910
7-fetal-mesenchymal-progenitor,-,15518
80-enterocyte,-,14199
81-epithelial-cell,-,10457
82-stratified-epithelial-cell,-,15590
83-proximal-tubule-progenitor,-,19403
84-gastric-endocrine-cell,-,14424
85-erythroid-cell,-,12518
86-mast-cell,-,15070
87-hesc,-,14651
88-fetal-endocrine-cell,-,15997
89-neutrophil,-,14628
8-endothelial-cell-apc,-,15953
90-goblet-cell,-,12496
91-goblet-cell,-,15765
92-immature-sertoli-cell,-,22030
93-myeloid-cell,-,21747
94-dendritic-cell,-,17705
95-stromal-cell,-,22964
96-fetal-neuron,-,22274
97-intermediated-cell,-,15402
98-epithelial-cell,-,24814
99-chondrocyte,-,15410
9-enterocyte-progenitor,-,10127
