celltype_id,strand,cts_total
49-epithelial-cell,-,12372
4-fibroblast,-,15785
50-gastric-chief-cell,-,2960
51-macrophage,-,13650
52-proliferating-t-cell,-,11736
53-fetal-neuron,-,15533
54-goblet-cell,-,9284
55-fasciculata-cell,-,14082
56-intercalated-cell,-,12924
57-stratified-epithelial-cell,-,12584
58-stromal-cell,-,9769
59-epithelial-cell,-,11787
5-fasciculata-cell,-,9352
60-epithelial-cell-intermediated,-,10200
61-sinusoidal-endothelial-cell,-,15556
62-primordial-germ-cell,-,16542
63-fasciculata-cell,-,9669
64-fetal-skeletal-muscle-cell,-,13898
65-enterocyte-progenitor,-,9524
66-endothelial-cell-emt,-,17036
67-basal-cell,-,11639
68-astrocyte,-,16965
69-macrophage,-,16093
6-t-cell,-,9234
70-fibroblast,-,12667
71-fetal-acinar-cell,-,16698
72-stromal-cell,-,15578
73-basal-cell,-,11454
74-ventricle-cardiomyocyte,-,12258
75-erythroid-cell,-,11688
76-mesothelial-cell,-,14950
77-ureteric-bud-cell,-,13888
78-macrophage,-,15003
79-smooth-muscle-cell,-,15564
7-fetal-mesenchymal-progenitor,-,14502
80-enterocyte,-,13571
81-epithelial-cell,-,9834
82-stratified-epithelial-cell,-,14564
83-proximal-tubule-progenitor,-,18136
84-gastric-endocrine-cell,-,13263
85-erythroid-cell,-,11524
86-mast-cell,-,13982
87-hesc,-,13743
88-fetal-endocrine-cell,-,15104
89-neutrophil,-,13482
8-endothelial-cell-apc,-,14707
90-goblet-cell,-,12008
91-goblet-cell,-,14214
92-immature-sertoli-cell,-,20556
93-myeloid-cell,-,19540
94-dendritic-cell,-,15835
95-stromal-cell,-,19707
96-fetal-neuron,-,19614
97-intermediated-cell,-,13600
98-epithelial-cell,-,22593
99-chondrocyte,-,13868
9-enterocyte-progenitor,-,9638
