celltype_id,strand,cts_total
100-b-cell,+,8588
101-kidney-intercalated-cell,+,9476
102-adrenal-gland-inflammatory-cell,+,9474
10-fetal-stromal-cell,+,13198
11-fetal-neuron,+,16628
12-erythroid-progenitor-cell-rp-high,+,8968
13-monocyte,+,13160
14-b-cell-plasmocyte,+,7973
15-fetal-enterocyte,+,12450
16-hepatocyte-endodermal-cell,+,11805
17-fetal-fibroblast,+,15323
18-fibroblast,+,13333
19-fetal-mesenchymal-progenitor,+,13682
1-fetal-epithelial-progenitor,+,15014
20-endothelial-cell,+,15169
21-fetal-stromal-cell,+,15174
22-dendritic-cell,+,11785
23-cb-cd34p,+,11077
24-t-cell,+,12253
25-loop-of-henle,+,12743
26-erythroid-cell,+,7669
27-stromal-cell,+,13603
28-oligodendrocyte,+,17791
29-endothelial-cell,+,13238
2-macrophage,+,14385
30-at2-cell,+,15346
31-monocyte,+,11180
32-thyroid-follicular-cell,+,14850
33-smooth-muscle-cell,+,13325
34-fibroblast,+,12269
35-smooth-muscle-cell,+,15002
36-fibroblast,+,11120
37-b-cell,+,11693
38-epithelial-cell,+,9985
39-enterocyte,+,11490
3-b-cell-plasmocyte,+,7074
40-neutrophil-rps-high,+,10118
41-antigen-presenting-cell-rps-high,+,11235
42-smooth-muscle-cell,+,14010
43-fetal-chondrocyte,+,11697
44-pancreas-exocrine-cell,+,8321
45-macrophage,+,17535
46-neutrophil,+,11836
47-m2-macrophage,+,11369
48-neutrophil,+,13658
49-epithelial-cell,+,12673
4-fibroblast,+,16656
50-gastric-chief-cell,+,3381
51-macrophage,+,13934
52-proliferating-t-cell,+,12192
53-fetal-neuron,+,15988
54-goblet-cell,+,9992
55-fasciculata-cell,+,14624
56-intercalated-cell,+,13328
57-stratified-epithelial-cell,+,12972
58-stromal-cell,+,10203
59-epithelial-cell,+,12204
5-fasciculata-cell,+,9690
60-epithelial-cell-intermediated,+,10592
61-sinusoidal-endothelial-cell,+,16094
62-primordial-germ-cell,+,17535
63-fasciculata-cell,+,10013
64-fetal-skeletal-muscle-cell,+,14215
65-enterocyte-progenitor,+,10063
66-endothelial-cell-emt,+,17410
67-basal-cell,+,12313
68-astrocyte,+,17179
69-macrophage,+,16669
6-t-cell,+,9690
70-fibroblast,+,12985
71-fetal-acinar-cell,+,17292
72-stromal-cell,+,15940
73-basal-cell,+,11882
74-ventricle-cardiomyocyte,+,12601
75-erythroid-cell,+,11763
76-mesothelial-cell,+,15931
77-ureteric-bud-cell,+,14153
78-macrophage,+,15389
79-smooth-muscle-cell,+,15894
7-fetal-mesenchymal-progenitor,+,14869
80-enterocyte,+,14011
81-epithelial-cell,+,10330
82-stratified-epithelial-cell,+,15459
83-proximal-tubule-progenitor,+,18517
84-gastric-endocrine-cell,+,13968
85-erythroid-cell,+,11826
86-mast-cell,+,14509
87-hesc,+,14154
88-fetal-endocrine-cell,+,15548
89-neutrophil,+,13677
8-endothelial-cell-apc,+,15027
90-goblet-cell,+,12587
91-goblet-cell,+,15106
92-immature-sertoli-cell,+,21258
93-myeloid-cell,+,20070
94-dendritic-cell,+,16359
95-stromal-cell,+,20277
96-fetal-neuron,+,19799
97-intermediated-cell,+,14198
98-epithelial-cell,+,22527
99-chondrocyte,+,13952
9-enterocyte-progenitor,+,10396
100-b-cell,-,8363
101-kidney-intercalated-cell,-,8926
102-adrenal-gland-inflammatory-cell,-,9115
10-fetal-stromal-cell,-,13186
11-fetal-neuron,-,16255
12-erythroid-progenitor-cell-rp-high,-,8728
13-monocyte,-,13007
14-b-cell-plasmocyte,-,7550
15-fetal-enterocyte,-,11959
16-hepatocyte-endodermal-cell,-,11209
17-fetal-fibroblast,-,14842
18-fibroblast,-,12958
19-fetal-mesenchymal-progenitor,-,13471
1-fetal-epithelial-progenitor,-,14471
20-endothelial-cell,-,14923
21-fetal-stromal-cell,-,14892
22-dendritic-cell,-,11272
23-cb-cd34p,-,10909
24-t-cell,-,11568
25-loop-of-henle,-,12301
26-erythroid-cell,-,7429
27-stromal-cell,-,13390
28-oligodendrocyte,-,17500
29-endothelial-cell,-,12877
2-macrophage,-,13761
30-at2-cell,-,15207
31-monocyte,-,10702
32-thyroid-follicular-cell,-,14312
33-smooth-muscle-cell,-,12751
34-fibroblast,-,11810
35-smooth-muscle-cell,-,14402
36-fibroblast,-,10827
37-b-cell,-,11206
38-epithelial-cell,-,9664
39-enterocyte,-,10572
3-b-cell-plasmocyte,-,6835
40-neutrophil-rps-high,-,9992
41-antigen-presenting-cell-rps-high,-,10857
42-smooth-muscle-cell,-,13375
43-fetal-chondrocyte,-,11850
44-pancreas-exocrine-cell,-,7919
45-macrophage,-,16684
46-neutrophil,-,11759
47-m2-macrophage,-,10846
48-neutrophil,-,13618
