celltype_id,strand,cts_total
60-epithelial-cell-intermediated,-,76921
61-sinusoidal-endothelial-cell,-,61167
62-primordial-germ-cell,-,112192
63-fasciculata-cell,-,87095
64-fetal-skeletal-muscle-cell,-,46418
65-enterocyte-progenitor,-,30183
66-endothelial-cell-emt,-,117178
67-basal-cell,-,76768
68-astrocyte,-,96699
69-macrophage,-,74297
6-t-cell,-,238764
70-fibroblast,-,41076
71-fetal-acinar-cell,-,58576
72-stromal-cell,-,111562
73-basal-cell,-,46195
74-ventricle-cardiomyocyte,-,78842
75-erythroid-cell,-,50332
76-mesothelial-cell,-,45833
77-ureteric-bud-cell,-,41900
78-macrophage,-,54777
79-smooth-muscle-cell,-,61132
7-fetal-mesenchymal-progenitor,-,301559
80-enterocyte,-,111204
81-epithelial-cell,-,81943
82-stratified-epithelial-cell,-,57764
83-proximal-tubule-progenitor,-,53892
84-gastric-endocrine-cell,-,38652
85-erythroid-cell,-,45253
86-mast-cell,-,40300
87-hesc,-,58363
88-fetal-endocrine-cell,-,54575
89-neutrophil,-,44725
8-endothelial-cell-apc,-,199428
90-goblet-cell,-,84117
91-goblet-cell,-,25640
92-immature-sertoli-cell,-,87611
93-myeloid-cell,-,20620
94-dendritic-cell,-,28402
95-stromal-cell,-,21247
96-fetal-neuron,-,20902
97-intermediated-cell,-,14531
98-epithelial-cell,-,23677
99-chondrocyte,-,14643
9-enterocyte-progenitor,-,251539
