celltype_id,strand,cts_total
74-ventricle-cardiomyocyte,+,9774
75-erythroid-cell,+,8591
76-mesothelial-cell,+,11635
77-ureteric-bud-cell,+,12137
78-macrophage,+,10555
79-smooth-muscle-cell,+,11542
7-fetal-mesenchymal-progenitor,+,11653
80-enterocyte,+,10204
81-epithelial-cell,+,7877
82-stratified-epithelial-cell,+,10839
83-proximal-tubule-progenitor,+,15359
84-gastric-endocrine-cell,+,11225
85-erythroid-cell,+,9472
86-mast-cell,+,12588
87-hesc,+,10431
88-fetal-endocrine-cell,+,12112
89-neutrophil,+,10947
8-endothelial-cell-apc,+,12133
90-goblet-cell,+,8944
91-goblet-cell,+,12189
92-immature-sertoli-cell,+,14853
93-myeloid-cell,+,10505
94-dendritic-cell,+,13209
95-stromal-cell,+,13386
96-fetal-neuron,+,11799
97-intermediated-cell,+,8686
98-epithelial-cell,+,11611
99-chondrocyte,+,15604
9-enterocyte-progenitor,+,8003
100-b-cell,-,5434
101-kidney-intercalated-cell,-,6152
102-adrenal-gland-inflammatory-cell,-,6364
10-fetal-stromal-cell,-,10371
11-fetal-neuron,-,11693
12-erythroid-progenitor-cell-rp-high,-,6869
13-monocyte,-,9387
14-b-cell-plasmocyte,-,5824
15-fetal-enterocyte,-,9301
16-hepatocyte-endodermal-cell,-,8881
17-fetal-fibroblast,-,10763
18-fibroblast,-,10129
19-fetal-mesenchymal-progenitor,-,10355
1-fetal-epithelial-progenitor,-,11159
20-endothelial-cell,-,11521
21-fetal-stromal-cell,-,11101
22-dendritic-cell,-,8655
23-cb-cd34p,-,8093
24-t-cell,-,8627
25-loop-of-henle,-,9271
26-erythroid-cell,-,5806
27-stromal-cell,-,9809
28-oligodendrocyte,-,12956
29-endothelial-cell,-,10438
2-macrophage,-,10753
30-at2-cell,-,11452
31-monocyte,-,8388
32-thyroid-follicular-cell,-,10968
33-smooth-muscle-cell,-,10411
34-fibroblast,-,8847
35-smooth-muscle-cell,-,10951
36-fibroblast,-,8293
37-b-cell,-,8185
38-epithelial-cell,-,7678
39-enterocyte,-,7780
3-b-cell-plasmocyte,-,4946
40-neutrophil-rps-high,-,7355
41-antigen-presenting-cell-rps-high,-,7984
42-smooth-muscle-cell,-,10420
43-fetal-chondrocyte,-,8779
44-pancreas-exocrine-cell,-,5851
45-macrophage,-,11531
46-neutrophil,-,8531
47-m2-macrophage,-,8742
48-neutrophil,-,9696
49-epithelial-cell,-,10262
4-fibroblast,-,12385
50-gastric-chief-cell,-,1844
51-macrophage,-,9480
52-proliferating-t-cell,-,9069
53-fetal-neuron,-,11894
54-goblet-cell,-,6985
55-fasciculata-cell,-,9881
56-intercalated-cell,-,9334
57-stratified-epithelial-cell,-,9604
58-stromal-cell,-,7675
59-epithelial-cell,-,9108
5-fasciculata-cell,-,7371
60-epithelial-cell-intermediated,-,7593
61-sinusoidal-endothelial-cell,-,11923
62-primordial-germ-cell,-,10914
63-fasciculata-cell,-,7561
64-fetal-skeletal-muscle-cell,-,9558
65-enterocyte-progenitor,-,7887
66-endothelial-cell-emt,-,12600
67-basal-cell,-,9609
68-astrocyte,-,13214
69-macrophage,-,10991
6-t-cell,-,6988
70-fibroblast,-,8475
71-fetal-acinar-cell,-,13698
72-stromal-cell,-,11545
73-basal-cell,-,8431
74-ventricle-cardiomyocyte,-,8961
75-erythroid-cell,-,8216
76-mesothelial-cell,-,10615
77-ureteric-bud-cell,-,11561
78-macrophage,-,9963
79-smooth-muscle-cell,-,10948
7-fetal-mesenchymal-progenitor,-,11046
80-enterocyte,-,9352
81-epithelial-cell,-,6885
82-stratified-epithelial-cell,-,9890
83-proximal-tubule-progenitor,-,14733
84-gastric-endocrine-cell,-,10387
85-erythroid-cell,-,8888
86-mast-cell,-,11642
87-hesc,-,9782
88-fetal-endocrine-cell,-,11407
89-neutrophil,-,10364
8-endothelial-cell-apc,-,11476
90-goblet-cell,-,7912
91-goblet-cell,-,11310
92-immature-sertoli-cell,-,13969
93-myeloid-cell,-,9847
94-dendritic-cell,-,12632
95-stromal-cell,-,12817
96-fetal-neuron,-,11389
97-intermediated-cell,-,7847
98-epithelial-cell,-,10992
99-chondrocyte,-,15410
9-enterocyte-progenitor,-,6946
