celltype_id,strand,cts_total
46-neutrophil,-,13547
47-m2-macrophage,-,13303
48-neutrophil,-,15647
49-epithelial-cell,-,16148
4-fibroblast,-,19349
50-gastric-chief-cell,-,3175
51-macrophage,-,15950
52-proliferating-t-cell,-,14153
53-fetal-neuron,-,18069
54-goblet-cell,-,10663
55-fasciculata-cell,-,17139
56-intercalated-cell,-,15118
57-stratified-epithelial-cell,-,14892
58-stromal-cell,-,11855
59-epithelial-cell,-,13840
5-fasciculata-cell,-,11033
60-epithelial-cell-intermediated,-,11879
61-sinusoidal-endothelial-cell,-,18829
62-primordial-germ-cell,-,18623
63-fasciculata-cell,-,11633
64-fetal-skeletal-muscle-cell,-,16406
65-enterocyte-progenitor,-,11336
66-endothelial-cell-emt,-,19815
67-basal-cell,-,13983
68-astrocyte,-,20374
69-macrophage,-,19687
6-t-cell,-,10480
70-fibroblast,-,14909
71-fetal-acinar-cell,-,19619
72-stromal-cell,-,18286
73-basal-cell,-,13591
74-ventricle-cardiomyocyte,-,14520
75-erythroid-cell,-,13064
76-mesothelial-cell,-,17923
77-ureteric-bud-cell,-,16359
78-macrophage,-,17851
79-smooth-muscle-cell,-,18669
7-fetal-mesenchymal-progenitor,-,16730
80-enterocyte,-,15319
81-epithelial-cell,-,11444
82-stratified-epithelial-cell,-,13899
83-proximal-tubule-progenitor,-,21006
84-gastric-endocrine-cell,-,16130
85-erythroid-cell,-,13442
86-mast-cell,-,16521
87-hesc,-,16139
88-fetal-endocrine-cell,-,17474
89-neutrophil,-,15805
8-endothelial-cell-apc,-,17133
90-goblet-cell,-,13307
91-goblet-cell,-,17720
92-immature-sertoli-cell,-,19832
93-myeloid-cell,-,24053
94-dendritic-cell,-,19610
95-stromal-cell,-,26369
96-fetal-neuron,-,25026
97-intermediated-cell,-,17525
98-epithelial-cell,-,27959
99-chondrocyte,-,17305
9-enterocyte-progenitor,-,10721
