celltype_id,strand,cts_total
60-epithelial-cell-intermediated,-,10570
61-sinusoidal-endothelial-cell,-,16256
62-primordial-germ-cell,-,16886
63-fasciculata-cell,-,10005
64-fetal-skeletal-muscle-cell,-,14484
65-enterocyte-progenitor,-,9896
66-endothelial-cell-emt,-,17595
67-basal-cell,-,12087
68-astrocyte,-,17604
69-macrophage,-,16816
6-t-cell,-,9522
70-fibroblast,-,13149
71-fetal-acinar-cell,-,17187
72-stromal-cell,-,16097
73-basal-cell,-,11866
74-ventricle-cardiomyocyte,-,12711
75-erythroid-cell,-,11994
76-mesothelial-cell,-,15575
77-ureteric-bud-cell,-,14509
78-macrophage,-,15715
79-smooth-muscle-cell,-,16210
7-fetal-mesenchymal-progenitor,-,14965
80-enterocyte,-,13890
81-epithelial-cell,-,10172
82-stratified-epithelial-cell,-,15053
83-proximal-tubule-progenitor,-,18795
84-gastric-endocrine-cell,-,13836
85-erythroid-cell,-,12026
86-mast-cell,-,14545
87-hesc,-,14160
88-fetal-endocrine-cell,-,15507
89-neutrophil,-,14045
8-endothelial-cell-apc,-,15282
90-goblet-cell,-,12246
91-goblet-cell,-,14996
92-immature-sertoli-cell,-,21142
93-myeloid-cell,-,20620
94-dendritic-cell,-,16734
95-stromal-cell,-,21247
96-fetal-neuron,-,20902
97-intermediated-cell,-,14531
98-epithelial-cell,-,23677
99-chondrocyte,-,14643
9-enterocyte-progenitor,-,9878
