celltype_id,strand,cts_total
46-neutrophil,-,130183
47-m2-macrophage,-,131705
48-neutrophil,-,110473
49-epithelial-cell,-,93605
4-fibroblast,-,160344
50-gastric-chief-cell,-,112004
51-macrophage,-,104386
52-proliferating-t-cell,-,85301
53-fetal-neuron,-,114787
54-goblet-cell,-,142629
55-fasciculata-cell,-,55433
56-intercalated-cell,-,117793
57-stratified-epithelial-cell,-,108107
58-stromal-cell,-,84035
59-epithelial-cell,-,150062
5-fasciculata-cell,-,129300
60-epithelial-cell-intermediated,-,94694
61-sinusoidal-endothelial-cell,-,74255
62-primordial-germ-cell,-,130482
63-fasciculata-cell,-,109485
64-fetal-skeletal-muscle-cell,-,54991
65-enterocyte-progenitor,-,36924
66-endothelial-cell-emt,-,135042
67-basal-cell,-,93138
68-astrocyte,-,116465
69-macrophage,-,89536
6-t-cell,-,275169
70-fibroblast,-,49188
71-fetal-acinar-cell,-,69450
72-stromal-cell,-,133139
73-basal-cell,-,56372
74-ventricle-cardiomyocyte,-,96864
75-erythroid-cell,-,58988
76-mesothelial-cell,-,55942
77-ureteric-bud-cell,-,50002
78-macrophage,-,66206
79-smooth-muscle-cell,-,73532
7-fetal-mesenchymal-progenitor,-,356610
80-enterocyte,-,131403
81-epithelial-cell,-,98318
82-stratified-epithelial-cell,-,69740
83-proximal-tubule-progenitor,-,63658
84-gastric-endocrine-cell,-,48028
85-erythroid-cell,-,52330
86-mast-cell,-,48406
87-hesc,-,69458
88-fetal-endocrine-cell,-,65771
89-neutrophil,-,53601
8-endothelial-cell-apc,-,237726
90-goblet-cell,-,98796
91-goblet-cell,-,31702
92-immature-sertoli-cell,-,101178
93-myeloid-cell,-,24053
94-dendritic-cell,-,34760
95-stromal-cell,-,26369
96-fetal-neuron,-,25026
97-intermediated-cell,-,17525
98-epithelial-cell,-,27959
99-chondrocyte,-,17305
9-enterocyte-progenitor,-,294494
